,Brutto Monat,Brutto Jahr,Geldwerter Vorteil Monat,Geldwerter Vorteil Jahr,Solidaritätszuschlag Monat,Solidaritätszuschlag Jahr,Kirchensteuer Monat,Kirchensteuer Jahr,Lohnsteuer Monat,Lohnsteuer Jahr,Steuern Monat,Steuern Jahr,Rentenversicherung Monat,Rentenversicherung Jahr,Arbeitslosenversicherung Monat,Arbeitslosenversicherung Jahr,Krankenversicherung Monat,Krankenversicherung Jahr,Pflegeversicherung Monat,Pflegeversicherung Jahr,Sozialabgaben Monat,Sozialabgaben Jahr,Netto Monat,Netto Jahr,Steuerklasse,Abrechnungsjahr
Values,9666.67,116000.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.83,21813.96,1817.83,21813.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6507.75,78092.99,3,2024
Values,9750.0,117000.0,0.0,0.0,150.18,1802.16,0.0,0.0,2730.66,32767.92,2880.84,34570.08,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5595.36,67144.36,1,2023
Values,9750.0,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.16,23341.92,1945.16,23341.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6531.04,78372.52,3,2023
Values,9750.0,117000.0,0.0,0.0,135.74,1628.88,0.0,0.0,2651.58,31818.96,2787.32,33447.84,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5621.59,67459.11,1,2024
Values,9750.0,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.83,22173.96,1847.83,22173.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6561.08,78732.99,3,2024
Values,9833.33,118000.0,0.0,0.0,152.11,1825.32,0.0,0.0,2765.66,33187.92,2917.77,35013.24,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5641.77,67701.2,1,2023
Values,9833.33,118000.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.5,23718.0,1976.5,23718.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6583.04,78996.44,3,2023
Values,9833.33,118000.0,0.0,0.0,139.91,1678.92,0.0,0.0,2686.58,32238.96,2826.49,33917.88,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5665.76,67989.07,1,2024
Values,9833.33,118000.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0,22536.0,1878.0,22536.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6614.25,79370.95,3,2024
Values,9916.67,119000.0,0.0,0.0,154.03,1848.36,0.0,0.0,2800.66,33607.92,2954.69,35456.28,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5688.18,68258.16,1,2023
Values,9916.67,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.83,24093.96,2007.83,24093.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6635.04,79620.48,3,2023
Values,9916.67,119000.0,0.0,0.0,144.07,1728.84,0.0,0.0,2721.58,32658.96,2865.65,34387.8,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5709.93,68519.15,1,2024
Values,9916.67,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.33,22899.96,1908.33,22899.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6667.25,80006.99,3,2024
